ordinal,id_plataforma,paginas,classe_aderencia,status_banco,assunto,subassunto,item_primario,itens_secundarios,tipo_correspondencia,confianca,texto_completo,cinco_alternativas,caracteristicas,elemento_visual_recuperado,extracao_suficiente,gabarito_origem,resposta_operacional,anulacao_oficial_identificada_no_acervo,conflito_gabarito_detectado_fontes_disponiveis,grupo_duplicata,registro_principal,apta_estudo,potencial_simulado,resultado_recuperacao_v2,motivos
694,4001888203,273,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,694,sim,sim,,
696,4001946310,274,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",sim,sim,plataforma secundária,E,não,não,,696,sim,sim,,
697,4002555094,274,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,697,sim,sim,,
698,4002385178,"274,275",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,698,sim,sim,,
699,4002446250,275,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,D,não,não,,699,sim,sim,,
700,4001507649,"275,276",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,700,sim,sim,,
701,4002154831,276,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,701,sim,sim,,
702,4002154837,276,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,702,sim,sim,,
703,4001507286,"276,277",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,703,sim,sim,,
704,4002385184,277,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,704,sim,sim,,
705,4001094068,277,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,705,sim,sim,,
706,4001445944,"277,278",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,D,não,não,,706,sim,sim,,
707,4000998964,278,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,D,não,não,,707,sim,sim,,
708,4001730180,278,ADERENTE_DIRETA,ADERENTE_DIRETA,NoSQL,Modelos NoSQL,Banco de dados NoSQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,708,sim,sim,,
710,4002111748,279,ADERENTE_DIRETA,ADERENTE_DIRETA,NoSQL,"Grafos, documentos, chave-valor e bancos não relacionais",Banco de dados NoSQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,710,sim,sim,,
711,4002130230,"279,280",ADERENTE_DIRETA,ADERENTE_DIRETA,NoSQL,"Grafos, documentos, chave-valor e bancos não relacionais",Banco de dados NoSQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,711,sim,sim,,
712,4002130231,280,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,712,sim,sim,,
713,4002272802,280,ADERENTE_DIRETA,ADERENTE_DIRETA,NoSQL,Modelos NoSQL,Banco de dados NoSQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,713,sim,sim,RECUPERADA_INTEGRALMENTE,
714,4002446253,"280,281",ADERENTE_DIRETA,ADERENTE_DIRETA,NoSQL,"Grafos, documentos, chave-valor e bancos não relacionais",Banco de dados NoSQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,714,sim,sim,,
715,4002467514,281,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,A,não,não,,715,sim,sim,,
716,4002467515,281,ADERENTE_DIRETA,ADERENTE_DIRETA,NoSQL,"Grafos, documentos, chave-valor e bancos não relacionais",Banco de dados NoSQL,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,E,não,não,,716,sim,sim,RECUPERADA_INTEGRALMENTE,
717,4001507278,"281,282",ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,diagrama,sim,sim,plataforma secundária,E,não,não,,717,sim,sim,RECUPERADA_INTEGRALMENTE,
718,4002467512,282,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,diagrama,sim,sim,plataforma secundária,D,não,não,,718,sim,sim,RECUPERADA_INTEGRALMENTE,
719,4002128649,"282,283",ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,diagrama,sim,sim,plataforma secundária,C,não,não,,719,sim,sim,RECUPERADA_INTEGRALMENTE,
720,4001677909,283,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem dimensional,"Data Warehouse, OLAP e estruturas dimensionais",Modelagem dimensional,Data warehouse com ETL e OLAP,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,720,sim,sim,,
721,4001545939,283,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Triggers, eventos e granularidade de disparo",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,721,sim,sim,,
722,4001628518,284,ADERENTE_DIRETA,ADERENTE_DIRETA,NoSQL,Modelos NoSQL,Data lakes e soluções para big data,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,722,sim,sim,,
723,4001640535,284,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,diagrama,não,sim,plataforma secundária,B,não,não,,723,sim,sim,,
724,4001685567,"284,285",ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,724,sim,sim,,
726,4002385165,285,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,726,sim,sim,,
727,4001362016,285,ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Dependências funcionais e formas normais,Normalização,,direta,alta,sim,sim,tabela,sim,sim,plataforma secundária,C,não,não,,727,sim,sim,RECUPERADA_INTEGRALMENTE,
728,4001730589,"285,286",ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Dependências funcionais e formas normais,Normalização,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,728,sim,sim,,
729,4001785524,286,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",Normalização,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,729,sim,sim,,
730,4001849466,286,ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Dependências funcionais e formas normais,Normalização,,direta,alta,sim,sim,tabela,sim,sim,plataforma secundária,B,não,não,,730,sim,sim,RECUPERADA_INTEGRALMENTE,
731,4001850115,"286,287",ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Dependências funcionais e formas normais,Normalização,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,731,sim,sim,,
732,4001853381,287,ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Forma Normal de Boyce-Codd (BCNF/FNBC),Normalização,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,732,sim,sim,,
733,4001945112,287,ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Forma Normal de Boyce-Codd (BCNF/FNBC),Normalização,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,733,sim,sim,,
734,4002131779,"287,288",ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Dependências funcionais e formas normais,"Modelagem conceitual, lógica e física",,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,B,não,não,,734,sim,sim,,
735,4002272809,288,ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Dependências funcionais e formas normais,Normalização,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,735,sim,sim,,
736,4001678677,288,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,C,não,não,,736,sim,sim,,
737,4001680550,"288,289",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,E,não,não,,737,sim,sim,,
738,4001785235,289,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,D,não,não,,738,sim,sim,,
739,4001788465,289,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,B,não,não,,739,sim,sim,,
740,4001788484,"289,290",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,D,não,não,,740,sim,sim,,
741,4001788490,290,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,741,sim,sim,,
742,4001849469,"290,291",ADERENTE_DIRETA,ADERENTE_DIRETA,NoSQL,Modelos NoSQL,Banco de dados NoSQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,742,sim,sim,,
743,4001850116,291,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,sim,sim,plataforma secundária,B,não,não,,743,sim,sim,,
744,4001851429,"291,292",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,E,não,não,,744,sim,sim,,
745,4001851434,292,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,745,sim,sim,,
746,4001851442,"292,293",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,C,não,não,,746,sim,sim,,
747,4001853382,"293,294",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",sim,sim,plataforma secundária,A,não,não,,747,sim,sim,,
748,4001875876,294,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,A,não,não,,748,sim,sim,,
749,4001919820,"294,295",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,D,não,não,,749,sim,sim,RECUPERADA_INTEGRALMENTE,
750,4001919826,"295,296",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,C,não,não,,750,sim,sim,RECUPERADA_INTEGRALMENTE,
751,4001919831,"296,297",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,D,não,não,,751,sim,sim,RECUPERADA_INTEGRALMENTE,
754,4001924963,"297,298",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,754,sim,sim,,
755,4001924970,"298,299",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,E,não,não,,755,sim,sim,,
756,4001945303,299,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",sim,sim,plataforma secundária,B,não,não,,756,sim,sim,RECUPERADA_INTEGRALMENTE,
757,4002009586,"299,300",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",DDL,"Modelagem conceitual, lógica e física",direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,A,não,não,,757,sim,sim,,
758,4002154202,"300,301",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,C,não,não,,758,sim,sim,,
759,4002154815,301,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,759,sim,sim,,
760,4002131774,"301,302",ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,760,sim,sim,,
761,4002379589,302,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Qualidade de dados,Data profiling e diagnóstico de qualidade,Mapeamento de fontes e técnicas de coleta de dados,"Inteligência Artificial, Análise de Dados e Big Data",parcial,média,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,761,sim,sim,,
762,4002379590,302,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Qualidade de dados,Data profiling e diagnóstico de qualidade,Mapeamento de fontes e técnicas de coleta de dados,"Inteligência Artificial, Análise de Dados e Big Data",parcial,média,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,762,sim,sim,RECUPERADA_INTEGRALMENTE,
763,4001919837,302,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,763,sim,sim,,
764,4001946723,"302,303",ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,764,sim,sim,,
765,4001856726,303,ADERENTE_DIRETA,ADERENTE_DIRETA,Metadados,Metadados e catálogo de dados,Metadados,SGBD,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,765,sim,sim,,
766,4001785539,303,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,C,não,não,,766,sim,sim,,
767,4001789063,"303,304",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,C,não,não,,767,sim,sim,,
768,4001856432,304,ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Triggers, eventos e granularidade de disparo",SGBD,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,C,não,não,,768,sim,sim,,
769,4001870500,304,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,Integridade referencial,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,769,sim,sim,,
770,4001926494,"304,305",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,D,não,não,,770,sim,sim,,
771,4001926787,305,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,B,não,não,,771,sim,sim,,
772,4002111756,305,ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Triggers, eventos e granularidade de disparo",SGBD,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,772,sim,sim,,
773,4002111760,"305,306",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,773,sim,sim,,
774,4002131459,306,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,E,não,não,,774,sim,sim,,
775,4002131461,306,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,D,não,não,,775,sim,sim,,
776,4002131465,"306,307",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,776,sim,sim,,
777,4002270982,307,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,A,não,não,,777,sim,sim,,
778,4002272810,"307,308",ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Triggers, eventos e granularidade de disparo",DDL,"Modelagem conceitual, lógica e física",direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,778,sim,sim,,
779,4002379560,308,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,779,sim,sim,,
780,4002379582,308,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,sim,sim,plataforma secundária,C,não,não,,780,sim,sim,,
781,4002385161,308,ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Triggers, eventos e granularidade de disparo",Propriedades de banco de dados,SGBD,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,781,sim,sim,,
783,4002467375,309,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,E,não,não,,783,sim,sim,,
784,4002467502,309,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,A,não,não,,784,sim,sim,RECUPERADA_INTEGRALMENTE,
785,4002467503,310,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,C,não,não,,785,sim,sim,,
786,4002467504,"310,311",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,B,não,não,,786,sim,sim,,
787,4002554003,311,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,787,sim,sim,,
788,4002300608,"311,312",ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Dependências funcionais e formas normais,Normalização,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,788,sim,sim,,
789,4002467131,312,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem dimensional,Role-playing dimension / modelagem dimensional,Dados estruturados e não estruturados,,direta,alta,sim,sim,diagrama,não,sim,plataforma secundária,E,não,não,,789,sim,sim,,
790,4002467499,312,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem dimensional,Role-playing dimension / modelagem dimensional,Modelagem dimensional,,direta,alta,sim,sim,diagrama,não,sim,plataforma secundária,E,não,não,,790,sim,sim,,
791,4001946273,"312,313",ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem dimensional,"Data Warehouse, OLAP e estruturas dimensionais","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,791,sim,sim,,
792,4002130227,313,ADERENTE_DIRETA,ADERENTE_DIRETA,Estruturas de dados,"Pilhas, árvores, hash e estruturas clássicas","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,792,sim,sim,,
793,4002130228,313,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem dimensional,"Data Warehouse, OLAP e estruturas dimensionais",Modelagem dimensional,Data warehouse com ETL e OLAP,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,793,sim,sim,,
794,4002131780,"313,314",ADERENTE_DIRETA,ADERENTE_DIRETA,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,794,sim,sim,,
796,4002125523,314,ADERENTE_DIRETA,ADERENTE_DIRETA,Estruturas de dados,"Pilhas, árvores, hash e estruturas clássicas","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,796,sim,sim,,
797,4002128648,314,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",DDL,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,A,não,não,,797,sim,sim,RECUPERADA_INTEGRALMENTE,
